Id,y
50100,1.793701171875
50101,2.2772216796875
50102,1.8037109375
50103,2.36993408203125
50104,1.656005859375
50105,1.497802734375
50106,1.9097900390625
50107,2.35205078125
50108,1.94287109375
50109,2.0130615234375
50110,1.3380126953125
50111,1.6676025390625
50112,1.5369873046875
50113,1.666259765625
50114,1.993896484375
50115,2.01220703125
50116,1.8514404296875
50117,1.91943359375
50118,1.971435546875
50119,1.5712890625
50120,2.1497802734375
50121,2.1236572265625
50122,0.9822998046875
50123,2.037841796875
50124,1.7847900390625
50125,1.6834716796875
50126,1.4769287109375
50127,1.755126953125
50128,1.6048583984375
50129,1.8795166015625
50130,2.1011962890625
50131,2.087646484375
50132,1.500244140625
50133,1.790283203125
50134,1.7457275390625
50135,2.2664794921875
50136,1.9539794921875
50137,1.7061767578125
50138,1.6168212890625
50139,1.8978271484375
50140,1.9339599609375
50141,2.4447021484375
50142,1.84521484375
50143,1.74365234375
50144,1.75146484375
50145,2.1756591796875
50146,1.83837890625
50147,2.3544921875
50148,1.9478759765625
50149,1.915283203125
50150,1.7049560546875
50151,1.8253173828125
50152,1.5546875
50153,2.121826171875
50154,1.5299072265625
50155,2.1695556640625
50156,1.9708251953125
50157,1.3126220703125
50158,1.8797607421875
50159,1.2965087890625
50160,1.499755859375
50161,2.3905029296875
50162,2.64373779296875
50163,2.1458740234375
50164,1.89404296875
50165,1.2791748046875
50166,1.62548828125
50167,1.7513427734375
50168,1.6092529296875
50169,1.1058349609375
50170,2.0865478515625
50171,2.46435546875
50172,1.4412841796875
50173,2.1971435546875
50174,2.2120361328125
50175,1.1490478515625
50176,2.68609619140625
50177,2.5133056640625
50178,2.35498046875
50179,1.8900146484375
50180,2.387939453125
50181,1.4775390625
50182,2.2490234375
50183,1.512451171875
50184,2.1085205078125
50185,1.4522705078125
50186,2.0797119140625
50187,2.3175048828125
50188,2.2142333984375
50189,1.9803466796875
50190,2.329833984375
50191,2.373046875
50192,2.318603515625
50193,2.5318603515625
50194,1.8489990234375
50195,1.604736328125
50196,1.91455078125
50197,2.0076904296875
50198,2.0181884765625
50199,2.182861328125
50200,1.8287353515625
50201,2.82684326171875
50202,1.3924560546875
50203,1.4302978515625
50204,1.74462890625
50205,1.3377685546875
50206,2.1416015625
50207,2.13525390625
50208,1.8297119140625
50209,1.3280029296875
50210,1.8709716796875
50211,1.4954833984375
50212,1.97216796875
50213,2.18603515625
50214,1.6475830078125
50215,1.467041015625
50216,1.2149658203125
50217,1.6473388671875
50218,1.859619140625
50219,2.0849609375
50220,3.10076904296875
50221,2.1778564453125
50222,2.2779541015625
50223,2.0107421875
50224,1.3717041015625
50225,2.2486572265625
50226,1.626953125
50227,2.09228515625
50228,1.8009033203125
50229,2.29931640625
50230,1.8133544921875
50231,1.7821044921875
50232,2.3121337890625
50233,2.230712890625
50234,1.7457275390625
50235,1.3529052734375
50236,1.34716796875
50237,1.8084716796875
50238,1.7020263671875
50239,2.1727294921875
50240,1.5008544921875
50241,1.28466796875
50242,2.146484375
50243,1.7569580078125
50244,1.4049072265625
50245,1.732177734375
50246,2.2598876953125
50247,1.2279052734375
50248,2.8553466796875
50249,2.4678955078125
50250,2.155029296875
50251,1.8829345703125
50252,2.01611328125
50253,2.224853515625
50254,1.8790283203125
50255,1.8668212890625
50256,2.1324462890625
50257,1.9010009765625
50258,1.816650390625
50259,1.93798828125
50260,1.132568359375
50261,2.0198974609375
50262,2.02001953125
50263,1.4990234375
50264,1.5130615234375
50265,1.9022216796875
50266,1.8416748046875
50267,2.427734375
50268,1.789794921875
50269,1.591064453125
50270,2.3377685546875
50271,2.2879638671875
50272,2.3800048828125
50273,2.1448974609375
50274,1.9486083984375
50275,1.4896240234375
50276,1.9093017578125
50277,1.9010009765625
50278,1.527587890625
50279,1.8189697265625
50280,2.19140625
50281,1.5648193359375
50282,2.143798828125
50283,2.07568359375
50284,2.11962890625
50285,1.2947998046875
50286,2.04931640625
50287,2.4654541015625
50288,2.4273681640625
50289,1.873779296875
50290,2.1776123046875
50291,2.6895751953125
50292,1.7349853515625
50293,2.345703125
50294,1.544189453125
50295,1.9442138671875
50296,2.3704833984375
50297,1.4788818359375
50298,1.8399658203125
50299,2.3465576171875
50300,1.776611328125
50301,1.6070556640625
50302,2.224609375
50303,2.2249755859375
50304,1.8275146484375
50305,1.1011962890625
50306,1.05126953125
50307,1.938232421875
50308,1.9671630859375
50309,1.3570556640625
50310,2.327880859375
50311,1.876953125
50312,2.265380859375
50313,2.355712890625
50314,1.8201904296875
50315,1.972900390625
50316,1.6226806640625
50317,1.497802734375
50318,2.13330078125
50319,2.0703125
50320,1.8406982421875
50321,1.8577880859375
50322,2.45965576171875
50323,1.324462890625
50324,2.1064453125
50325,2.1407470703125
50326,1.95947265625
50327,1.8243408203125
50328,2.0797119140625
50329,1.758056640625
50330,1.8800048828125
50331,1.849853515625
50332,1.6593017578125
50333,1.67236328125
50334,1.5411376953125
50335,1.5673828125
50336,2.0445556640625
50337,1.2113037109375
50338,2.3109130859375
50339,1.890380859375
50340,1.8212890625
50341,1.5712890625
50342,2.1744384765625
50343,1.29931640625
50344,2.0994873046875
50345,2.070068359375
50346,1.2413330078125
50347,1.9775390625
50348,2.02587890625
50349,1.2572021484375
50350,2.1287841796875
50351,1.876220703125
50352,1.859375
50353,1.52587890625
50354,1.5963134765625
50355,1.8289794921875
50356,2.181884765625
50357,1.89013671875
50358,2.05029296875
50359,1.508544921875
50360,1.953857421875
50361,1.8760986328125
50362,1.7117919921875
50363,1.3284912109375
50364,1.499755859375
50365,1.5950927734375
50366,2.1103515625
50367,1.7098388671875
50368,1.81640625
50369,2.21484375
50370,2.5693359375
50371,2.12353515625
50372,2.0433349609375
50373,1.7698974609375
50374,1.9315185546875
50375,1.8275146484375
50376,2.05078125
50377,1.6173095703125
50378,2.184814453125
50379,1.6951904296875
50380,1.9912109375
50381,1.584716796875
50382,2.073974609375
50383,2.0443115234375
50384,2.160888671875
50385,2.077880859375
50386,1.32763671875
50387,1.95263671875
50388,1.7127685546875
50389,2.24365234375
50390,1.788818359375
50391,2.1492919921875
50392,1.9468994140625
50393,1.9481201171875
50394,1.3187255859375
50395,1.8804931640625
50396,2.268310546875
50397,1.5941162109375
50398,1.552978515625
50399,1.8250732421875
50400,1.959716796875
50401,1.40576171875
50402,1.8988037109375
50403,1.9010009765625
50404,1.699951171875
50405,2.1787109375
50406,2.44342041015625
50407,2.1463623046875
50408,2.075927734375
50409,1.5526123046875
50410,1.8114013671875
50411,2.14453125
50412,2.2470703125
50413,1.8037109375
50414,1.7315673828125
50415,1.5228271484375
50416,1.4493408203125
50417,1.6141357421875
50418,1.864990234375
50419,2.0655517578125
50420,2.281982421875
50421,2.176025390625
50422,1.8829345703125
50423,2.3094482421875
50424,1.4720458984375
50425,1.787109375
50426,1.7950439453125
50427,1.8984375
50428,2.1387939453125
50429,2.0335693359375
50430,2.1048583984375
50431,1.967529296875
50432,1.94921875
50433,1.5931396484375
50434,2.1510009765625
50435,2.218994140625
50436,1.7908935546875
50437,1.9957275390625
